corp_code,corp_name,stock_code,ceo_nm,induty_code,adres,hm_url,est_dt,acc_mt,updated_at
00260985,한빛네트,036720,강승환,58221,서울특별시 종로구 익선동 30-6,www.hanbitnet.com,19970722,12,2026-07-09T22:19:31
00264529,엔플렉스,040130,이 정 학,58221,서울특별시 강남구 논현동 98 동익빌딩 2층,www.gamekorea.net,19981030,12,2026-07-09T22:19:32
00358545,동서정보기술,055000,이희봉,58221,서울특별시 강남구 대치동 997-4 ,http://www.dsit.co.kr,19960410,12,2026-07-09T22:19:32
00231567,애드모바일,032600,김용석,58221,서울특별시 강서구 가양동 1458-9 동남빌딩 2층,www.kdline.co.kr,19950614,12,2026-07-09T22:19:32
00359614,리더컴,056140,박문기,26410,경기도 화성시 장안면 수촌리 877-23,http://leadercomm.co.kr,19980801,12,2026-07-09T22:19:33
00153551,허메스홀딩스,012400,김광선,26429,서울특별시 강남구 삼성동 159 코엑스상사전시장 C-28 ,www.hermesholdings.co.kr,19770705,12,2026-07-09T22:19:33
00344746,유티엑스,045880,이성암,26410,서울특별시 금천구 가산동 371-28 우림라이온스밸리 B동 13층 ,www.i-utx.com,19971212,09,2026-07-09T22:19:33
00261188,글로포스트,037830,문원호,58221,서울특별시 서초구 잠원동 28-1 ,www.glopost.co.kr,19980728,12,2026-07-09T22:19:34
00268020,쏠라엔텍,030390,"김 재 철, 이 동 화 (각자대표)",46599,"서울특별시 서초구 서초동 1677-14 케이비빌딩 4,5층 ",www.dubank.co.kr,19760216,12,2026-07-09T22:19:34
00269287,보홍,041320,이근욱,46521,서울특별시 강남구 논현동 251 ,www.bohongcorp.com,19931206,12,2026-07-09T22:19:34
00475286,동북아1호선박투자회사,078420,김연신,71531,부산광역시 사상구 모라동 795-22,-,20040116,12,2026-07-09T22:19:34
00250775,에듀아크,046350,한데이브경환,2622,인천광역시 서구 가좌동 178-196 ,edu-ark.com,19910114,12,2026-07-09T22:19:35
00114321,데코,013650,박성경,14112,서울특별시 송파구 오금동 24-2번지 ,www.deco.co.kr,19781209,12,2026-07-09T22:19:35
00191108,엘앤씨피,015390,최형석,20491,충청북도 충주시 주덕읍 당우리 822-13 ,www.kysys.co.kr,19810309,12,2026-07-09T22:19:35
00167378,희훈디앤지,019640,"김재혁, 허  헌",42,서울특별시 강남구 논현동 66-11 ,www.heehoon.co.kr,19861217,12,2026-07-09T22:19:36
00225210,퓨쳐인포넷,058690,류원기,58221,"서울특별시 강남구 대치동 1001-13,14,15 ",www.futureinfonet.com,19920113,12,2026-07-09T22:19:36
00223346,쓰리디넷,035400,민봉기,58221,서울특별시 강남구 개포동 1228-1 세영빌딩 5층,vsst.com,19920115,12,2026-07-09T22:19:36
00174129,제일저축은행,024100,이용준,64131,서울특별시 송파구 가락동 99-3,www.jeilbank.co.kr,19680622,06,2026-07-09T22:19:36
00114826,제일창업투자,026540,황순태,64209,서울특별시 중구 충무로 2가 64-5 ,www.kfvc.co.kr,19900524,12,2026-07-09T22:19:37
00173333,현대DSF,016510,하병호(河炳鎬),47111,울산광역시 남구 삼산동 1521-1,www.e-hyundai.com,19821126,12,2026-07-09T22:19:37
00687599,네프로아이티,950030,카나이 타케시,63991,일본 도쿄도 주오구 쿄바시 1-11-8번지 니시긴빌딩 5층,www.nepro.jp/it/,20000209,03,2026-07-09T22:19:37
00256292,자강,036790,최준우,2642,경기도 성남시 분당구 야탑동 514-1 신도리코BD 6F ,www.zakang.co.kr,19960731,12,2026-07-09T22:19:38
00271431,케이엠에스,038830,이태현,2642,경기도 안양시 동안구 관양동 900-1 폴리켐빌딩 4층 ,www.kmscorp.co.kr,19930701,12,2026-07-09T22:19:38
00154727,에버리소스,020070,김영수,46510,인천광역시 남동구 논현동 448-1 예성아이라이프 804 ,www.ever-res.com,19870701,12,2026-07-09T22:19:38
00246189,제이에스,037110,임은섭,2642,경기도 이천시 호법면 안평리 67-2 ,www.korfirst.co.kr,19940905,12,2026-07-09T22:19:38
00154204,태창기업,007490,김희주,13401,경상남도 고성군 회화면 배둔리 87번지,www.tce.co.kr,19560901,12,2026-07-09T22:19:39
00152631,에이치비이에너지,017300,한상업,26,경상북도 구미시공단동 170,www.kds21.com,19831020,12,2026-07-09T22:19:39
00358095,코어비트,056850,김지태,58221,서울특별시 강남구 논현동 61-5 디엠씨씨빌딩 801호 ,www.corebit.co.kr,19930923,12,2026-07-09T22:19:39
00510215,동북아8호선박투자회사,082110,김연신,71531,부산광역시 사상구 모라동 795-22,-,20041119,12,2026-07-09T22:19:40
00347619,한국통신데이타,045760,진 병 현,58221,서울특별시 서초구 방배동 792-10 일건빌딩 402호,www.ktdata.co.kr,19990108,12,2026-07-09T22:19:40
00372013,케너텍,062730,정복임,291,경상북도 포항시 북구 청하면 이가리 366 ,www.kenertec.co.kr,19970924,12,2026-07-09T22:19:40
00353735,다휘,055250,이근훈,291,서울특별시 강남구 청담동 92-3 삼이빌딩 6층 ,www.dahui.co.kr,19950412,12,2026-07-09T22:19:41
00186540,코오롱아이넷,022520,박동문,58221,서울특별시 금천구 가산동 533-2 롯데센터 ,www.koloninet.com,19900720,12,2026-07-09T22:19:41
00128759,캠브리지코오롱,004620,오원선,14111,경기도 과천시 별양동 1-22 ,www.cambridge.co.kr,19660610,12,2026-07-09T22:19:41
00535588,네오세미테크,089240,"공동대표이사 박동창, 송준석, 김근",2612,인천광역시 연수구 송도동 7-14 ,www.neosemitech.com,19990805,12,2026-07-09T22:19:42
00264981,디에이치패션,045260,이장훈,467,서울특별시 강남구 삼성동 159 코엑스상사전시장 C-100-4 ,www.enerlands.com,19971004,12,2026-07-09T22:19:42
00231521,핸디소프트,032380,권석호,58221,"서울특별시 서초구 서초동 1602-5번지 로얄타워 8층~12층,15층 ",www.handysoft.co.kr,19910210,12,2026-07-09T22:19:42
00159908,케이엠에이치,009690,김선근,28302,"경기도 안양시 동안구 관양동 799 안양메가밸리 405,812",www.kmholdings.co.kr,19740307,12,2026-07-09T22:19:42
00259493,씨엘엘씨디,035710,이양호,47919,서울특별시 송파구 가락본동 120-1 성호빌딩 3충 ,www.cllcd.co.kr,19940705,12,2026-07-09T22:19:43
00359641,현대푸드시스템,114410,이규성,56130,서울특별시 강동구 암사동 선사로 111번지 ,www.hyundaifoodsystem.com,19991223,12,2026-07-09T22:19:43
00161639,메리츠종합금융,012420,김동훈,64919,서울특별시 중구 태평로1가 84번지 서울파이낸스센터 5층,www.imeritzbank.com,19770713,03,2026-07-09T22:19:43
00211271,제넥셀세인,034660,이 문 일,27111,대전광역시 유성구 구성동 23 한국과학기술원 E18동 2층 ,www.genexel.com,19900211,12,2026-07-09T22:19:44
00388272,쓰리디월드,065340,문용훈 (단독대표),26,서울특별시 금천구 가산동 680번지 우림라이온스밸리2차 7층 ,www.dmtechnology.co.kr,20000320,12,2026-07-09T22:19:44
00264796,스톰이앤에프,043680,이준,5911,서울특별시 강남구 논현동 267-15 봄빌딩 B동 ,www.dechocolateentf.com,19940819,12,2026-07-09T22:19:44
00134909,소예,035010,이재성,467,경기도 성남시 분당구 서현동 254-4 여암빌딩 3층 ,www.soyea.com,19740307,06,2026-07-09T22:19:44
00236368,엠엔에프씨,048640,조성우 단독대표,22214,서울특별시 마포구 상암동 디엠씨비6-2 트루텍빌딩4층 ,www.dong-woo.com,19941212,12,2026-07-09T22:19:45
00684547,하이트맥주,103150,"박문덕, 김지현",11,서울특별시 강남구 청담동 132-12,-,20080701,12,2026-07-09T22:19:45
00251385,보광티에스,066690, 손 성 욱,2592,경상북도 칠곡군 석적면 중리 408-1 ,bkts.co.kr,19980510,12,2026-07-09T22:19:45
00262682,아인스엠앤엠,040740,김수겸,59111,서울특별시 강남구 논현동 231-13 팍스타워 5층 ,www.taewon.com,19990514,12,2026-07-09T22:19:46
00234555,씨엔씨엔터프라이즈,038420,임신상,292,서울특별시 서초구 양재동 2-44 서원빌딩 3층,www.cncen.com,19940608,12,2026-07-09T22:19:46
00507257,아이알디,084810,권오남,29271,충청남도 천안시 성정동 1268번지 ,www.e-ird.com,19990917,12,2026-07-09T22:19:46
00417963,바이나믹,067850,오승석,59114,서울특별시 강남구 역삼동 830-9 영광빌딩 3층 ,www.yellowfilm.com,19990916,12,2026-07-09T22:19:46
00543523,코크렙제7호위탁관리부동산투자회사,086720,이광옥,68112,서울특별시 강남구 역삼동 736-1,-,20051025,04,2026-07-09T22:19:47
00300566,엔빅스,054170,이명노,62021,서울특별시 영등포구 여의도동 14-3 엔빅스빌딩 ,www.enbigs.com,19920917,12,2026-07-09T22:19:47
00299376,선팩테크,054010,최민석,2629,강원도 횡성군 공근면 초원리 660-1 ,www.ubtron.net,19970225,12,2026-07-09T22:19:47
00112068,마이크로닉스,001190,이한영,13109,충청북도 진천군 이월면 미잠리 122-23,www.daeyu.com,19540507,12,2026-07-09T22:19:48
00257194,블루스톤디앤아이,033720,"김영렬, 김영기",58221,서울특별시 강남구 역삼동 607-13 삼정빌딩((주)아윌패스 빌딩) 5층 ,www.intus.co.kr,19920410,12,2026-07-09T22:19:48
00477372,신지소프트,078700,강 근 호,58221,서울특별시 용산구 한남동 123번지 고뫄스빌딩 5층 ,www.sinjisoft.com,20000328,12,2026-07-09T22:19:48
00465410,맥쿼리센트럴오피스기업구조조정부동산투자회사,076850,"대표이사 조주현,김정호",68112,서울특별시 중구 소공동 소공동한화빌딩 6층,http://www.macquarie.co.kr/property,20031212,06,2026-07-09T22:19:49
00331760,테스텍,048510,하 상 원,29271,경기도 화성시 동탄면 오산리 830번지 ,www.testech.co.kr,19961102,12,2026-07-09T22:19:49
00200761,중앙디자인,030030,"변인근, 임명환, 최의종(각자대표)",73201,서울특별시 중구 남창동 51-1 ,www.jad.co.kr,19910322,12,2026-07-09T22:19:49
00268297,에코페트로시스템,042870,김성욱,46800,서울특별시 성동구 성수2가 315-58 한서빌딩 7층 ,http://www.ilryung.co.kr,19970721,12,2026-07-09T22:19:49
00161301,한림창업투자,021060,"최석찬, 강성교",64209,서울특별시 서초구 반포동 49-5 주호빌딩 7층 ,www.hallimventure.com,19880928,12,2026-07-09T22:19:50
00237260,헤쎄나,036270,"오 정 완, 윤 상 섭(공동대표이사)",2642,경기도 안산시 원시동 776-3 ,www.ados.co.kr,19900716,12,2026-07-09T22:19:50
00297970,미래에셋굿라이프혼합형자녀를위한투자회사10-1,037510,미래에셋자산운용투자자문(주),64201,서울특별시 영등포구 여의도동 45-1 미래에셋빌딩 ,www.mirae.co.kr,19991124,11,2026-07-09T22:19:50
00107358,일공공일안경콘택트,032030,윤병노,46493,서울특별시 영등포구 문래동3가 54-66 에이스하이테크시티 4동 504호 ,www.1001optical.com,19850531,12,2026-07-09T22:19:51
00267474,지앤알,043630,박준오,27112,광주광역시 북구 월출동 970-106 ,www.gnrinc.kr,19930730,12,2026-07-09T22:19:51
00134051,셀런,013240,송성호,26,광주광역시 북구 오룡동 1110-22,www.celrun.com,19780412,12,2026-07-09T22:19:51
00596066,한국베트남15-1유전해외자원개발투자회사,093820,한국투자신탁운용,64201,서울특별시 영등포구 여의도동 15-24,-,20061101,01,2026-07-09T22:19:51
00347363,에이치원바이오,052310,Robin Carl Tampoe,58221,"서울특별시 강남구 삼성동 77-11,12 ",www.drimone.co.kr,19960925,12,2026-07-09T22:19:52
00150226,씨앤중공업,008400,임 갑 표,30203,전라남도 목포시 연산동 1282,www.cnhi.co.kr,19730108,12,2026-07-09T22:19:52
00152914,FnC코오롱,001370,제환석,1419,서울특별시 중구 무교동 코오롱빌딩 14층,www.fnckolon.com,19541217,12,2026-07-09T22:19:52
00158839,제너비오믹스,017010,최수용,27214,서울특별시 서초구 서초동 1666-11 예원빌딩 ,www.oval.co.kr,19830530,12,2026-07-09T22:19:53
00159281,케드콤,011050,김학전,2642,서울특별시 마포구 도화동 22,www.kedcom.com,19760213,12,2026-07-09T22:19:53
00210537,지엔텍홀딩스,065410,정 봉 규,74100,서울특별시 강남구 역삼동 737 강남파이낸스센터 28층 ,www.gentechholdings.com,19900326,12,2026-07-09T22:19:53
00240370,동부씨엔아이,044640,"김준기,이봉",58221,서울특별시 강남구 삼성동 154-17 ,www.dongbucni.co.kr,19940706,12,2026-07-09T22:19:53
00247887,아이피에스,051820,이문용,29271,경기도 평택시 지제동 33번지 ,www.ips-tech.com,19960327,12,2026-07-09T22:19:54
00268358,에스브이에이치,046240,김형기,58221,서울특별시 서초구 서초동 1585-13 성현빌딩 ,www.edu.co.kr,19970926,12,2026-07-09T22:19:54
00316488,제이콤,060750,한광선,2642,경기도 의왕시 오전동 124-4 ,www.jcomco.com,19980501,12,2026-07-09T22:19:54
00264130,옥션,043790,박주만,4610,서울특별시 서초구 서초동 1303-22 교보타워,www.auction.co.kr,19960322,12,2026-07-09T22:19:55
00540304,네이쳐글로벌,088020,박지우,2611,경기도 성남시 분당구 정자동 25-1 인텔리지1 킨스타워 4층 ,www.pentamicro.com,20000510,12,2026-07-09T22:19:55
00617299,GB블루오션베트남주식혼합형투자회사1호,094950,(주)골든브릿지자산운용,64201,서울특별시 영등포구 여의도동 익스콘벤처빌딩 4층,_,20070105,01,2026-07-09T22:19:55
00262275,엠씨티티코어,052210,김영기,26410,서울특별시 강남구 논현동 201-6 노벨테크빌딩 12층 ,www.mcttcore.net,19970123,12,2026-07-09T22:19:56
00200798,에이스앤파트너스,032930,구관영,2642,인천광역시 남동구 논현동 451-3 남동공단 24블럭 5롯트,www.acetech.co.kr,19820105,12,2026-07-09T22:19:56
00335924,지앤디윈텍,061050,정대윤,2642,충청남도 아산시 배방면 휴대리 37-1 ,www.eurasiarnt.com,19980605,12,2026-07-09T22:19:56
00111591,인터피온반도체,014010,최상철,2612,경기도 부천시 원미구 약대동 192번지 테크노파크 2단지 관리동401호,www.interpion.co.kr,19790412,12,2026-07-09T22:19:57
00189343,솔로몬저축은행,007800,"임석, 정일대",64131,서울특별시 강남구 대치동 889-11 대치빌딩,www.solomonbank.com,19720406,06,2026-07-09T22:19:57
00252588,엠트론스토리지테크놀로지,046320,정유석,46510,경기도 성남시 중원구 상대원동 307-2 선택시티Ⅱ 807호 ,www.mtron.net,19901212,12,2026-07-09T22:19:57
00267997,에스티앤아이,031800,김영곤,2611,경기도 화성시 동탄면 금곡리 583 ,www.stnicorp.com,19940530,12,2026-07-09T22:19:57
00299686,유퍼트,060670,조준희 / 하현,2811,충청남도 연기군 전의면 신방리 59 ,www.upert.co.kr,19870415,12,2026-07-09T22:19:58
00463050,엑스로드,074140,황규형,26429,"서울특별시 강남구 신사동 503번지5 호두원빌딩6,7층 ",www.myxroad.com,20000104,12,2026-07-09T22:19:58
00238913,선우중공업,068770,오정균,292,충청남도 천안시 백석동 555-12 ,www.sunwooheavy.co.kr,19870908,12,2026-07-09T22:19:58
00107446,남양,003020,홍순기,13922,부산광역시 영도구 남항동 3가 141-205,www.namyang.net,19601019,06,2026-07-09T22:19:59
00114303,엘지데이콤,015940,박종응,61210,서울특별시 강남구 역삼동 706-1 18층,www.lgdacom.net,19820329,12,2026-07-09T22:19:59
00318617,LG파워콤,045820,이정식,61210,서울특별시 서초구 서초동 1329-7 신덕빌딩,www.lgpwc.com,20000126,12,2026-07-09T22:19:59
00267775,동산진흥,031960,정 준 호,14111,서울특별시 강남구 역삼1동 683-17 동양빌딩 ,없음,19850119,12,2026-07-09T22:19:59
00394574,티이씨,067950,배정현,292,경기도 시흥시 정왕동 2210번지 스틸랜드 C블럭 1515호,www.thec.co.kr,19981026,12,2026-07-09T22:20:00
00110176,한국기술산업,008320,구자준,28302,서울특별시 금천구 가산동 429-1 뉴티캐슬 1306호-1310호 ,www.koreati.com,19721226,10,2026-07-09T22:20:00
00136554,스타맥스,017050,심수연,59111,서울특별시 강남구 신사동 575 가오닉스빌딩 ,www.starmax21.co.kr,19830610,12,2026-07-09T22:20:00
00144562,유성티에스아이,024870,장창진,259,서울특별시 광진구 구의동 243-12 쌍용빌딩 3층,,19870101,12,2026-07-09T22:20:01
00370547,네오리소스,058550,강영재,2642,경기도 안양시 동안구 관양동 799번지 안양메가밸리 622호 ,www.neo-21.co.kr,19960403,12,2026-07-09T22:20:01
00242439,케이알,035950,이광철,2511,경기도 평택시 청북면 고렴리 93-1 ,www.krroad.co.kr,19920428,03,2026-07-09T22:20:01
00134060,씨앤상선,000790,이인원,50112,서울특별시 중구 장교동 1번지 장교빌딩,www.seyangshipping.co.kr,19510704,12,2026-07-09T22:20:02
00392600,투미비티,058900,조상원,58221,서울특별시 강남구 역삼동 707-34번지 한신인터밸리24서관 2103호 ,www.mococo.com,19950623,12,2026-07-09T22:20:02
00259855,코아정보시스템,039990,제이슨리 (Jason Lee),62021,서울특별시 강남구 역삼동 624-14 ,www.coreinfo.co.kr,19901213,12,2026-07-09T22:20:02
00385451,케이에스리소스,066340,신은성,2642,충청북도 음성군 대소면 오산리 119-1 ,www.ksresource.co.kr,19990719,12,2026-07-09T22:20:02
00258944,세계투어,047600,김영인,75210,경기도 용인시 죽전동 454번지 수지1차 길훈아파트상가동 203호 ,www.segyetour.com,19940325,12,2026-07-09T22:20:03
00798530,동양밸류오션기업인수목적,122290,박순화,64999,서울특별시 중구 을지로2가 88 ~199 185 동양종합금융증권빌딩,http//,20091221,06,2026-07-09T22:20:03
00451268,케이이엔지,077960,윤 순균,29271,경기도 화성시 양감면 송산리 538-1 ,www.k-eng.co.kr,19990625,12,2026-07-09T22:20:03
00336570,사이버패스,063280,유종준,58221,서울특별시 강남구 논현동 36-8 로얄토토빌딩 34층 ,www.cyberpass.com,20000724,12,2026-07-09T22:20:04
00363325,산양전기,079870,송 상엽,2622,경기도 평택시 세교동541-2 ,www.syflex.co.kr,19890704,12,2026-07-09T22:20:04
00148188,으뜸상호저축은행,032150,"김종태,한효섭",64132,제주특별자치도 제주시 이도1동 1289-15번지,,19741121,06,2026-07-09T22:20:04
00508566,국제개발,080570,정광명,41224,경상북도 경산시 옥산동133-6 ,www.icc.co.kr/index.html,20041203,12,2026-07-09T22:20:04
00133928,세신,004230,김학래,25931,경상남도 양산시 산막동 303-3,www.seshin.co.kr,19650428,12,2026-07-09T22:20:05
00540784,골든브릿지더블유엠경매부동산일호투자회사,084160,골든브릿지자산운용,64209,서울특별시 영등포구 여의도동 익스콘벤처빌딩 15-24,www.gbam.co.kr,20050415,04,2026-07-09T22:20:05
00298252,엘앤피아너스,061140,이강원,26,대전광역시 유성구 탑립동 850 ,www.lnphonors.co.kr,19960314,12,2026-07-09T22:20:05
00264556,에이스일렉트로닉스,038690,탁수진,2622,전라북도 군산시 소룡동 1648번지 ,www.aceelec.com,19990324,12,2026-07-09T22:20:06
00581000,디앤샵,090090,이석원,4791,서울특별시 영등포구 문래동 6가 10번지 GS강서타워 6층 ,www.dnshop.com,20060501,12,2026-07-09T22:20:06
00359094,더체인지,054120,이정열,2811,서울특별시 강남구 신사동 590 ICL빌딩 4층 ,www.puretec.co.kr,19941109,12,2026-07-09T22:20:06
00686970,다산자기관리부동산투자회사,105380,"이화열 , 명재은 (각자대표)",6811,서울특별시 강남구 대치동 889-13 금강타워 17층,www.dasanreit.com,20071207,12,2026-07-09T22:20:06
00255309,써니트렌드,035500,박진호,59111,서울특별시 성동구 성수동2가 278-20 이글타운 204호 ,www.enterone.co.kr,19930312,12,2026-07-09T22:20:07
00362380,뉴젠비아이티,054650,"조상기, 김재호(각자대표)",4659,서울특별시 광진구 화양동 42-24 ,www.newgenbit.com,19930917,12,2026-07-09T22:20:07
00244862,룩소네이트,033880,맹필재,14120,서울특별시 구로구 구로동 182-13 대륭포스트타워2차 605호 ,www.grandport.com,19970403,12,2026-07-09T22:20:08
00297165,현대오토넷,042100,제 양현,2629,충청북도 진천북 문백면 문덕리 723번지,www.hyundaiautonet.com,20000215,12,2026-07-09T22:20:08
00105767,LG마이크론,016990,허영호,2629,경상북도 구미시 구포동 624번지 ,www.lgmicron.com,19830511,12,2026-07-09T22:20:08
00173397,서광건설산업,001600,"이승 , 한윤우",41221,경기도 포천군 가산면 가산리 469-2,www.skce.co.kr,19551202,12,2026-07-09T22:20:09
00259606,플러스프로핏,036660,한도경,58111,전라남도 무안군 삼향면 남악지구 ,www.sejongrobot.com,19890823,06,2026-07-09T22:20:09
00178471,한와이어리스,037020,한희석,62090,서울특별시 강남구 논현동 261-1 논현센타 2층 ,www.ubdigm.com,19750320,12,2026-07-09T22:20:09
00331733,포휴먼,049690,이용희,715,경기도 시흥시 정왕동 1600-1 ,www.forhuman.co.kr,19890501,12,2026-07-09T22:20:10
00104892,알이네트웍스,023670,오경환,28303,경상남도 진주시 문산읍 상곡리 1033번지 바이오센타 21 ,www.bnr-enterprise.com,19880610,12,2026-07-09T22:20:10
00647917,케이알제2호개발전문위탁관리부동산투자회사,101790,백경택,68129,서울특별시 강남구 대치동 996-1,-,20071026,12,2026-07-09T22:20:10
00597764,미래에셋맵스오퍼튜니티베트남주식혼합형투자회사1호,094520,미래에셋맵스자산운용,64999,서울특별시 영등포구 여의도동 미래에셋빌딩 -,www.miraeasset.com,20061127,11,2026-07-09T22:20:10
00355821,씨티엘테크,088960,"유병혁, 천무진",263,충청북도 청주시흥덕구 송정동 27-15 ,www.htech21.com,20000525,12,2026-07-09T22:20:11
00329677,이디디컴퍼니,052650,최규대,2642,인천광역시 남동구 논현동 438-7 48B/8L ,www.jaty.co.kr,19891219,12,2026-07-09T22:20:11
00244871,케이티프리텔,032390,권행민,61220,서울특별시 송파구 신천동 7-18번지 ,www.ktf.com,19970103,12,2026-07-09T22:20:11
00246383,메카포럼,035830,장기남,90191,서울특별시 강남구 논현동 130-17 그린빌딩 4층 ,www.imartin.co.kr,19920515,12,2026-07-09T22:20:12
00345499,에스피코프,048130,김경환 단독 대표이사,46800,경기도 성남시 중원구 상대원동 190-1 SKn 테크노파크 제테크센터 401호 ,www.namaeintl.com,19990813,12,2026-07-09T22:20:12
00348140,이롬텍,045400,장형철,26,경기도 용인시 유방동 572-2 ,www.masterstechron.com,19861121,10,2026-07-09T22:20:12
00215107,이앤텍,047450,이 원 호,26321,경기도 화성시 마도면 쌍송리 667-3 (3블록 9로트) ,entech.or.kr,19771102,12,2026-07-09T22:20:12
00560991,맥스브로,088810,김정훈,2224,경기도 수원시 영통구 망포동 386 센트럴타워4층 ,,20060306,12,2026-07-09T22:20:13
00265263,토자이홀딩스,037700,Andrew Roberto Mankiewicz,4659,서울특별시 강남구 논현동 87-2 미래빌딩 3층 ,www.tozaiholdings.com,19980123,12,2026-07-09T22:20:13
00142564,우방,013200,심광수,4111,대구광역시 북구 침산3동 연우빌딩 416-8,www.woobang.co.kr,19780408,12,2026-07-09T22:20:14
00198572,동양매직,023020,염 용 운,28519,서울특별시 중구 남대문로 5가 84-11 연세재단세브란스빌딩 ,www.magic.co.kr,19921001,12,2026-07-09T22:20:14
00642648,코웰이홀딩스유한공사,900020,김갑철,64992,케이만군도 그랜드케이만조지타운사우스처치스트리트우글랜드 사서함309GT,www.cowelleholdings.com,20061128,12,2026-07-09T22:20:14
00537443,아구스,078670,김훈영,26,경기도 화성시 봉담읍 상기리 422외 12필지 ,www.arguscctv.com,20010704,12,2026-07-09T22:20:15
00113173,대한은박지,007480,조점근,24222,충청남도 아산시 둔포면 운용리 308,www.dhe.co.kr,19711122,09,2026-07-09T22:20:15
00441872,인스프리트,073130,이창석,58221,서울특별시 강남구 삼성동 159번지 아셈타워 2502호 ,www.in-sprit.com,20001023,12,2026-07-09T22:20:16
00480844,하이럭스,079340,박진호,26211,경기도 고양시 일산구 백석동1141-2유니테크빌514호 ,www.namotek.co.kr,20010814,12,2026-07-09T22:20:16
00262044,트리니티,053070,이 장 훈,2642,충청북도 청원군 오창면 각리 643-2 오창과학산업단지 102-18블럭 ,www.decktron.com,19950217,12,2026-07-09T22:20:16
00101442,카라반케이디이,032570,"유재준, 서동욱(각자대표이사)",26310,서울특별시 송파구 방이동 108-11 다우빌딩 2층 202호 ,www.caravancanopy.co.kr,19870613,12,2026-07-09T22:20:17
00295875,더존디지털웨어,045380,육근승,58221,서울특별시 영등포구 양평동4가 2번지 이레빌딩 ,www.thezone4u.net,19951205,12,2026-07-09T22:20:17
00441298,디보스,080140,홍재창,26,대구광역시 달서구 호산동 357-53 ,diboss.com,20000316,12,2026-07-09T22:20:17
00263885,포네이처,045290,최종승,2811,서울특별시 강남구 삼성동144-4 이에스타워 ,www.jekang.com,19920212,12,2026-07-09T22:20:17
00475532,테이크시스템즈,076090,문경규,29272,경기도 화성시 양감면 요당리 724 ,www.take-systems.co.kr,19970715,12,2026-07-09T22:20:18
00130204,폴켐,033190,권형균,2219,서울특별시 구로구 구로동 197-47 대양디앤티 빌딩 5층,www.polchem.co.kr,19821026,12,2026-07-09T22:20:18
00128731,유리이에스,007050,노명래,29230,서울특별시 강남구 삼성동 143-3,www.yurie.co.kr,19710210,12,2026-07-09T22:20:18
00325981,에프아이투어,047370,이정주,2642,서울특별시 종로구 종로1가 24 르메이에르 종로타운 2024호,www.tourbaksa.com,19911219,12,2026-07-09T22:20:19
00540021,모빌탑,085680,권태형,58221,서울특별시 구로구 구로동 811번지 코오롱싸이언스밸리 15층 ,www.mobiletop.co.kr,19990325,12,2026-07-09T22:20:19
00362089,올리브나인,052970,임 병 동,59114,서울특별시 강남구 논현동 131-10번지 1~5층 ,www.olive9.com,19991106,12,2026-07-09T22:20:19
00228916,디패션,030420,신칠성,63991,"서울특별시 강남구 삼성동 35-15 나라빌딩 3, 4층 ",www.mtrack.co.kr,19890209,12,2026-07-09T22:20:19
00114215,알덱스,025970,이상선,24222,서울특별시 중구 회현동1가 194-15 인송빌딩 ,www.aldex.co.kr,19840316,12,2026-07-09T22:20:20
00109648,오라바이오틱스,016160,"이상석, 박민수 (각자대표이사)",26,"서울특별시 금천구 가산동 505-14,15 코오롱디지털타워애스턴11층",www.orahworld.com,19820707,12,2026-07-09T22:20:20
00261212,시노펙스그린테크,037320,손경익,46510,경상남도 김해시 한림면 가산리 618 ,www.softland.co.kr,19960912,12,2026-07-09T22:20:20
00348007,야호커뮤니케이션,059720,이인광,63991,서울특별시 강남구 대치동 983-1 해암빌딩 9층 ,www.yahohpia.com,19990601,12,2026-07-09T22:20:21
00275808,브이케이,048760,이철상,28202,경기도 평택시 지제동 67,www.viable.co.kr,19970912,12,2026-07-09T22:20:21
00375579,팬택앤큐리텔,063350,"박병엽, 이성규",2642,서울특별시 서초구 서초동 1451-34 서초평화빌딩,www.curitel.com,20010409,12,2026-07-09T22:20:21
00197324,팬텀엔터테인먼트그룹,025460,김옥평,73901,서울특별시 특별시 강남구 청담동 70-9 정인빌딩 ,www.fantoment.com,19900605,12,2026-07-09T22:20:22
00339063,삼성수산,052560,진병현,03112,부산광역시 서구 충무동1가 34-4 성해빌딩 801호 ,www.samsungfish.com,19970305,12,2026-07-09T22:20:22
00538497,동북아15호선박투자회사,084240,김연신,71531,부산광역시 사상구 모라동 795-22,-,20050520,12,2026-07-09T22:20:22
00225140,쌈지,033260,양진호,15121,서울특별시 송파구 방이동 177-14 ,WWW.SSAMZIE.CO.KR,19931019,12,2026-07-09T22:20:22
00101947,브이오산업,018890,한기원,2229,경기도 성남시 중원구 상대원동 66-1 이노트리 602호 ,www.moraresource.co.kr,19860318,12,2026-07-09T22:20:23
00287724,코디콤,041800,조원이,26,서울특별시 금천구 가산동 345-9 SK트윈타워 5F ,www.kodicom.com,19961011,12,2026-07-09T22:20:23
00347840,제네시스엔알디,052640,박형준,62021,서울특별시 강남구 삼성동 158-10 마젤란21아스테리움 1004호,www.sidus.co.kr,19940106,12,2026-07-09T22:20:23
00504357,동북아6호선박투자회사,080410,김연신,71531,부산광역시 사상구 모라동 795-22,-,20040908,12,2026-07-09T22:20:24
