corp_code,corp_name,year,report_code,fs_div,account_nm,amount
00298447,아모텍,2024,11011,OFS,매출총이익,2085293165
00298447,아모텍,2024,11011,OFS,영업이익,-27059467345
00298447,아모텍,2024,11011,OFS,당기순이익,-28055815890
00298447,아모텍,2024,11011,OFS,영업활동현금흐름,-3575005913
00298447,아모텍,2024,11011,OFS,투자활동현금흐름,5595018627
00298447,아모텍,2024,11011,OFS,재무활동현금흐름,-9094928899
00298447,아모텍,2023,11011,OFS,자산총계,409786902345
00298447,아모텍,2023,11011,OFS,부채총계,218097416208
00298447,아모텍,2023,11011,OFS,자본총계,191689486137
00298447,아모텍,2023,11011,OFS,매출액,157174313025
00298447,아모텍,2023,11011,OFS,매출원가,148478200305
00298447,아모텍,2023,11011,OFS,매출총이익,8696112720
00298447,아모텍,2023,11011,OFS,영업이익,-18231569280
00298447,아모텍,2023,11011,OFS,당기순이익,-14245328888
00298447,아모텍,2023,11011,OFS,영업활동현금흐름,1641287962
00298447,아모텍,2023,11011,OFS,투자활동현금흐름,-673822194
00298447,아모텍,2023,11011,OFS,재무활동현금흐름,-12759160388
00298447,아모텍,2022,11011,OFS,자산총계,419340680746
00298447,아모텍,2022,11011,OFS,부채총계,213906126911
00298447,아모텍,2022,11011,OFS,자본총계,205434553835
00298447,아모텍,2022,11011,OFS,매출액,183642320576
00298447,아모텍,2022,11011,OFS,매출원가,155405862000
00298447,아모텍,2022,11011,OFS,매출총이익,28236458576
00298447,아모텍,2022,11011,OFS,영업이익,1130108282
00298447,아모텍,2022,11011,OFS,당기순이익,-705722434
00298447,아모텍,2022,11011,OFS,영업활동현금흐름,-3458567583
00298447,아모텍,2022,11011,OFS,투자활동현금흐름,11723491056
00298447,아모텍,2022,11011,OFS,재무활동현금흐름,-24444060849
00298447,아모텍,2021,11011,OFS,자산총계,446520386974
00298447,아모텍,2021,11011,OFS,부채총계,241565770234
00298447,아모텍,2021,11011,OFS,자본총계,204954616740
00298447,아모텍,2021,11011,OFS,매출액,173294774959
00298447,아모텍,2021,11011,OFS,매출원가,159657909966
00298447,아모텍,2021,11011,OFS,매출총이익,13636864993
00298447,아모텍,2021,11011,OFS,영업이익,-19780534462
00298447,아모텍,2021,11011,OFS,당기순이익,1559506429
00298447,아모텍,2021,11011,OFS,영업활동현금흐름,-1012717968
00298447,아모텍,2021,11011,OFS,투자활동현금흐름,14770295755
00298447,아모텍,2021,11011,OFS,재무활동현금흐름,-253314597
00105873,LG디스플레이,2025,11011,OFS,자산총계,24811122000000
00105873,LG디스플레이,2025,11011,OFS,부채총계,21039417000000
00105873,LG디스플레이,2025,11011,OFS,자본총계,3771705000000
00105873,LG디스플레이,2025,11011,OFS,매출원가,22504496000000
00105873,LG디스플레이,2025,11011,OFS,매출총이익,1611430000000
00105873,LG디스플레이,2025,11011,OFS,영업이익,-624135000000
00105873,LG디스플레이,2025,11011,OFS,당기순이익,-98205000000
00105873,LG디스플레이,2025,11011,OFS,영업활동현금흐름,361813000000
00105873,LG디스플레이,2025,11011,OFS,투자활동현금흐름,918364000000
00105873,LG디스플레이,2025,11011,OFS,재무활동현금흐름,-1269925000000
00105873,LG디스플레이,2024,11011,OFS,자산총계,29799051000000
00105873,LG디스플레이,2024,11011,OFS,부채총계,26003253000000
00105873,LG디스플레이,2024,11011,OFS,자본총계,3795798000000
00105873,LG디스플레이,2024,11011,OFS,매출원가,24476213000000
00105873,LG디스플레이,2024,11011,OFS,매출총이익,702475000000
00105873,LG디스플레이,2024,11011,OFS,당기순이익,-3034736000000
00105873,LG디스플레이,2024,11011,OFS,영업활동현금흐름,97365000000
00105873,LG디스플레이,2024,11011,OFS,투자활동현금흐름,-1345631000000
00105873,LG디스플레이,2024,11011,OFS,재무활동현금흐름,1152241000000
00105873,LG디스플레이,2023,11011,OFS,자산총계,29732412000000
00105873,LG디스플레이,2023,11011,OFS,부채총계,24050857000000
00105873,LG디스플레이,2023,11011,OFS,자본총계,5681555000000
00105873,LG디스플레이,2023,11011,OFS,매출원가,21446905000000
00105873,LG디스플레이,2023,11011,OFS,매출총이익,-1635890000000
00105873,LG디스플레이,2023,11011,OFS,영업이익,-3884121000000
00105873,LG디스플레이,2023,11011,OFS,당기순이익,-1718701000000
00105873,LG디스플레이,2023,11011,OFS,영업활동현금흐름,-640775000000
00105873,LG디스플레이,2023,11011,OFS,투자활동현금흐름,-278102000000
00105873,LG디스플레이,2023,11011,OFS,재무활동현금흐름,561067000000
00105873,LG디스플레이,2022,11011,OFS,자산총계,29259039000000
00105873,LG디스플레이,2022,11011,OFS,부채총계,21908600000000
00105873,LG디스플레이,2022,11011,OFS,자본총계,7350439000000
00105873,LG디스플레이,2022,11011,OFS,매출원가,24870325000000
00105873,LG디스플레이,2022,11011,OFS,매출총이익,-739153000000
00105873,LG디스플레이,2022,11011,OFS,영업이익,-3201463000000
00105873,LG디스플레이,2022,11011,OFS,당기순이익,-3191387000000
00105873,LG디스플레이,2022,11011,OFS,영업활동현금흐름,2699454000000
00105873,LG디스플레이,2022,11011,OFS,투자활동현금흐름,-4186234000000
00105873,LG디스플레이,2022,11011,OFS,재무활동현금흐름,1228245000000
00105873,LG디스플레이,2021,11011,OFS,자산총계,29478122000000
00105873,LG디스플레이,2021,11011,OFS,부채총계,18835304000000
00105873,LG디스플레이,2021,11011,OFS,자본총계,10642818000000
00105873,LG디스플레이,2021,11011,OFS,매출원가,25346568000000
00105873,LG디스플레이,2021,11011,OFS,매출총이익,3018346000000
00105873,LG디스플레이,2021,11011,OFS,영업이익,721931000000
00105873,LG디스플레이,2021,11011,OFS,당기순이익,552173000000
00105873,LG디스플레이,2021,11011,OFS,영업활동현금흐름,3297031000000
